,Municipio,UF,NomeEstacao,CodEstacao,Latitude,Longitude,Altitude,StatusEstacao
0,São Félix Do Xingú,PA,UHE Belo Monte Joari,652002,-6.5603,-52.0764,0.0,Ativo
1,Caruaru,PE,Caruaru,835106,-8.3028,-36.0108,545.0,Ativo
2,Rio Do Prado,MG,PCH Machado Mineiro Passagem Das Éguas,1542030,-15.6092,-42.5417,0.0,Ativo
3,Jaíba,MG,PZ_Faz Santa Helena,1543028,-15.3736,-43.6842,0.0,Ativo
4,Jaíba,MG,PZ_Linha II,1543029,-15.3847,-43.7292,0.0,Ativo
5,Jaíba,MG,PZ_Proj Jaíba,1543030,-15.2608,-43.775,0.0,Ativo
6,Barro Alto,GO,UHE Serra Da Mesa Barro Alto,1548050,-15.1175,-48.9242,584.0,Ativo
7,São João Da Ponte,MG,PZ_Bom Jardim,1643045,-16.1108,-43.8531,0.0,Ativo
8,Montes Claros,MG,PZ_Barra Do Rio Verde,1643046,-16.1761,-43.7742,0.0,Ativo
9,Montes Claros,MG,PZ_Pelg,1643047,-16.7056,-43.7672,0.0,Ativo
10,Montes Claros,MG,PZ_Ete Vieira,1643048,-16.6872,-43.8544,0.0,Ativo
11,Cristalina,GO,UHE Batalha Cristalina,1647002,-16.7881,-47.6033,1173.0,Ativo
12,Cristalina,GO,UHE Batalha Fazenda Buriti,1647023,-16.9683,-47.3419,881.0,Ativo
13,Unaí,MG,UHE Batalha Sítio Olho D' Água,1647024,-16.3892,-47.1508,974.0,Ativo
14,Lassance,MG,Lassance,1744010,-17.89,-44.5767,536.0,Ativo
15,Piracanjuba,GO,UHE Itumbiara Piracanjuba,1749015,-17.3106,-49.0219,730.0,Ativo
16,Água Limpa,GO,UHE Itumbiara Água Limpa,1848059,-18.0747,-48.7564,711.0,Ativo
17,Anhanguera,GO,UHE Itumbiara Fazenda Rosas,1848060,-18.3233,-48.2264,0.0,Ativo
18,Antônio Dias,MG,UHE Sá Carvalho Jusante,1942049,-19.6347,-42.8061,0.0,Ativo
19,Serra Do Salitre,MG,CGH Santa Luzia Se Serra Do Salitre,1946024,-19.1183,-46.6817,0.0,Ativo
20,Rio Casca,MG,CGH Nova Ponte Queimada II Barramento,2042436,-20.2769,-42.6517,350.0,Ativo
21,Pedregulho,SP,UHE Luiz Carlos Barreto De Carvalho Met,2047115,-20.1583,-47.2781,725.0,Ativo
22,Juiz De Fora,MG,PCH Marmelos Chapéu D'uvas,2143162,-21.5853,-43.5272,746.0,Ativo
23,Cravinhos,SP,Fazenda Das Flores,2147012,-21.3333,-47.7833,720.0,Ativo
24,Ribeirão Preto,SP,Fazenda Resfriado,2147013,-21.3,-47.9333,590.0,Ativo
25,Cravinhos,SP,Cravinhos,2147014,-21.3667,-47.7167,700.0,Ativo
26,Valença,RJ,UHE Simplício Fazenda Santa Mônica,2243507,-22.3608,-43.6978,0.0,Ativo
27,Sapucaia,RJ,UHE Simplício Meteorológica,2243508,-22.0389,-43.0006,414.0,Ativo
28,Resende,RJ,UHE Funil Resende Aeroporto,2244161,-22.4756,-44.4736,0.0,Ativo
29,Guaratinguetá,SP,UHE Funil Guaratinguetá,2245032,-22.8089,-45.2008,558.0,Ativo
30,Tibagi,PR,Bom Jardim Montante,2450009,-24.6778,-50.4844,750.0,Ativo
31,Santa Maria Do Oeste,PR,UHE Itaipu Santa Maria,2451059,-24.9333,-51.8833,550.0,Ativo
32,Piraquara,PR,Entremar,2549113,-25.4892,-49.0408,900.0,Ativo
33,Guarapuava,PR,UHE Fundão Guarapuava,2551070,-25.3847,-51.4939,0.0,Ativo
34,Pinhão,PR,UHE Fundão Pinhão,2551071,-25.6492,-51.9625,0.0,Ativo
35,Guarapuava,PR,UHE Santa Clara Entre Rios,2551072,-25.5458,-51.4883,0.0,Ativo
36,Sananduva,RS,Cooperativa Tritícola Sananduva,2751063,-27.9589,-51.7956,0.0,Ativo
37,Pinhal Da Serra,RS,Parque De Eventos Pinhal Da Serra,2751066,-27.8792,-51.1769,0.0,Ativo
38,Constantina,RS,COOPAC Constantina,2752060,-27.7253,-52.9781,0.0,Ativo
39,Sarandi,RS,Agrop. Papagaio Charõa Sarandi,2752061,-27.9253,-52.82,0.0,Ativo
40,Barra Do Rio Azul,RS,Prefeitura Barra Do Rio Azul,2752062,-27.41,-52.4156,0.0,Ativo
41,Cerro Grande,RS,Prefeitura Cerro Grande,2753053,-27.6103,-53.1667,0.0,Ativo
42,Erval Seco,RS,CGH Rio Fortaleza Barramento,2753057,-27.4736,-53.4578,341.0,Ativo
43,Taquaruçu Do Sul,RS,CGH Linha Granja Velha Barramento,2753058,-27.4267,-53.54,277.0,Ativo
44,Seberi,RS,CGH Carlos Bevilácqua Barramento,2753059,-27.6028,-53.3917,468.0,Ativo
45,Crissiumal,RS,CGH Caa Yari Barramento,2754026,-27.4286,-54.1217,184.0,Ativo
46,São José Dos Ausentes,RS,Pousada Aparados Da Serra S.J. Ausentes,2849066,-28.6064,-49.8206,0.0,Ativo
47,Bom Jesus,RS,Brigada Militar Bom Jesus,2850048,-28.6717,-50.4336,0.0,Ativo
48,Guaporé,RS,Guaporé,2851044,-28.8444,-51.8792,520.0,Ativo
49,Esmeralda,RS,Parque De Rodeios Esmeralda,2851079,-28.0653,-51.17,0.0,Ativo
50,Vista Alegre Do Prata,RS,CGH São Domingos Do Prata Barramento,2851080,-28.8092,-51.7364,411.0,Ativo
51,Soledade,RS,CGH Taipinha Barramento,2851085,-28.9364,-51.5058,555.0,Ativo
52,Carazinho,RS,Aeroclube Carazinho,2852074,-28.3225,-52.8164,0.0,Ativo
53,Tapejara,RS,Polo UAB Tapejara,2852075,-28.0892,-52.0061,0.0,Ativo
54,Fontoura Xavier,RS,CGH Soledade Barramento,2852077,-28.9378,-52.4856,533.0,Ativo
55,Panambi,RS,Instituto Federal Panambi,2853052,-28.2817,-53.5158,0.0,Ativo
56,Santa Barbara Do Sul,RS,Fazenda Roos Santa Bárbara Do Sul,2853053,-28.1833,-53.2242,0.0,Ativo
57,Boa Vista Do Cadeado,RS,CGH Igrejinha Barramento,2853054,-28.7953,-53.9714,0.0,Ativo
58,Boa Vista Do Cadeado,RS,CGH Formigueiro Barramento,2853055,-28.5369,-53.8603,0.0,Ativo
59,Condor,RS,CGH João Do Passo Barramento,2853056,-28.245,-53.4156,439.0,Ativo
60,Capão Do Cipó,RS,Escola Capão Do Cipó,2854031,-28.9417,-54.5578,0.0,Ativo
61,Bossoroca,RS,Coopatrigo Bossoroca,2854032,-28.7325,-54.9117,0.0,Ativo
62,Tupancireta,RS,Santa Tecla Tupanciretã,2854036,-28.9003,-54.1589,0.0,Ativo
63,Guarani Das Missões,RS,CGH Coopermil Jusante,2854039,-28.1389,-54.5464,245.0,Ativo
64,Garibaldi,RS,CRAS Garruchos,2855017,-28.1925,-55.6378,0.0,Ativo
65,Santo Antônio Das Missões,RS,Brigada Militar Sto. Antônio Missões,2855018,-28.5128,-55.2286,0.0,Ativo
66,Torres,RS,Aeroporto Torres,2949025,-29.4142,-49.8047,0.0,Ativo
67,Morrinhos Do Sul,RS,Prefeitura Morrinhos Do Sul,2949027,-29.3686,-49.9331,0.0,Ativo
68,Jacinto Machado,SC,Barragem Do Rio Leão,2949029,-29.0922,-49.8808,0.0,Ativo
69,Cambará Do Sul,RS,Cânion Fortaleza Cambará Do Sul,2949030,-29.0842,-49.9986,0.0,Ativo
70,Morrinhos Do Sul,RS,Morro Do Forno Morrinhos Do Sul,2949031,-29.3167,-49.9825,0.0,Ativo
71,São Francisco De Paula,RS,Capão Dos Coxos,2950045,-29.4083,-50.5842,890.0,Ativo
72,Santo Antônio Da Patrulha,RS,Brigada Militar Sto. Antônio Da Patrulha,2950103,-29.8264,-50.5181,0.0,Ativo
73,Capão Da Canoa,RS,Aeroporto Capáo Da Canoa,2950104,-29.7661,-50.0383,0.0,Ativo
74,Osório,RS,Eta Corsan Osório,2950106,-29.8889,-50.2581,0.0,Ativo
75,Rolante,RS,Boa Esperança Rolante,2950107,-29.5586,-50.5025,0.0,Ativo
76,São Francisco De Paula,RS,Fazenda Taipas - S.F. De Paula,2950108,-29.4686,-50.4519,0.0,Ativo
77,Cambará Do Sul,RS,Pq. Aparados Da Serra Cambará Do Sul,2950109,-29.1586,-50.0789,0.0,Ativo
78,Maquiné,RS,Prop. Barra Do Ouro,2950110,-29.5681,-50.285,0.0,Ativo
79,São Francisco De Paula,RS,Rincão Dos Kroeff S.F. De Paula,2950111,-29.4864,-50.3536,0.0,Ativo
80,Morro Reuter,RS,Morro Reuter,2951142,-29.5289,-51.0369,492.0,Ativo
81,Carlos Barbosa,RS,ASCLA Santa Clara Carlos Barbosa,2951144,-29.315,-51.4883,0.0,Ativo
82,Caxias Do Sul,RS,CGH Santo Anjo Jusante,2951145,-29.205,-51.09,245.0,Ativo
83,Estrela,RS,CGH Boa Vista Barramento,2951146,-29.4728,-51.8681,33.0,Ativo
84,Barros Cassal,RS,Clube Barros Cassal,2952060,-29.0961,-52.5886,0.0,Ativo
85,Herveiras,RS,Igreja Herveiras,2952061,-29.4536,-52.6486,0.0,Ativo
86,Sinimbu,RS,Faz. São José Linha Carvalho,2952065,-29.3822,-52.7158,0.0,Ativo
87,Sinimbu,RS,Linha Almeida,2952066,-29.37,-52.5072,0.0,Ativo
88,Novo Cabrais,RS,Propriedade Novo Cabrais,2953068,-29.7558,-53.055,0.0,Ativo
89,São Martinho Da Serra,RS,Secr. Agri. São Martinho,2953071,-29.5367,-53.8539,0.0,Ativo
90,Cerro Branco,RS,Rincão Do Herval Cerro Branco,2953073,-29.6292,-53.0289,0.0,Ativo
91,Agudo,RS,Linha Pomeranos Agudo,2953074,-29.5844,-53.1492,0.0,Ativo
92,Tupancireta,RS,Cereais Centro Sul Tupanciretã,2953075,-29.1503,-53.7786,0.0,Ativo
93,São Gabriel,RS,Coxilha Do Pau Finado São Gabriel,2954040,-29.9511,-54.3317,0.0,Ativo
94,Dilermando De Aguiar,RS,Secr. Agr. M. Amb. Dilermano Guiar,2954041,-29.7075,-54.2056,0.0,Ativo
95,São Francisco De Assis,RS,Fazenda Santa Tereza S.F. De Assis,2954044,-29.3278,-54.9475,0.0,Ativo
96,Jarí,RS,Agrp. Santo Antônio Jari,2954045,-29.2258,-54.1925,0.0,Ativo
97,Unistalda,RS,Cooperativa Agrosolo Unistalda,2955022,-29.0461,-55.1561,0.0,Ativo
98,Maçambara,RS,Escolatécnica Encruzilhada Maçambará,2955023,-29.0058,-55.5089,0.0,Ativo
99,São Francisco De Assis,RS,Fazenda Cordilheira S.F. De Assis,2955024,-29.4264,-55.1583,0.0,Ativo
100,Maçambara,RS,Câmara De Vereadores Maçambará,2956011,-29.1478,-56.065,0.0,Ativo
101,Uruguaiana,RS,Sanchuri (Escola) Uruguaiana,2956012,-29.5431,-56.8122,0.0,Ativo
102,Uruguaiana,RS,Agrop. Cerro Do Coqueiro Uruguaiana,2956013,-29.7786,-56.5206,0.0,Ativo
103,Uruguaiana,RS,Estânia Fortunatouruguaiana,2956014,-29.8744,-56.7975,0.0,Ativo
104,Alegrete,RS,Fazenda São Leontino Alegrete,2956016,-29.7592,-56.1486,0.0,Ativo
105,Viamão,RS,Eta Viamão,3050011,-30.0958,-50.9825,0.0,Ativo
106,Mostardas,RS,Fazenda Cavalhada Palmares,3050014,-30.5011,-50.5775,0.0,Ativo
107,Mostardas,RS,Escola Mario Quintana Mostadas,3050015,-30.6944,-50.5686,0.0,Ativo
108,Sertão Santana,RS,Estacionameneto Prefeitura Sertão Santana,3051071,-30.4608,-51.6031,0.0,Ativo
109,Mariana Pimentel,RS,Prefeitura Mariana Pimentel,3051072,-30.3542,-51.5844,0.0,Ativo
110,Barão Do Triunfo,RS,Propriedade Barão Do Triunfo,3051074,-30.5053,-51.9003,0.0,Ativo
111,Pantano Grande,RS,Cotribá Pantano Grande,3052025,-30.2042,-52.3703,0.0,Ativo
112,Dom Feliciano,RS,Cheche Dom Feliciano,3052026,-30.7017,-52.1122,0.0,Ativo
113,Vila Nova Do Sul,RS,Cotrisel Vila Nova Do Sul,3053032,-30.3353,-53.8925,0.0,Ativo
114,Lavras Do Sul,RS,Marco Das Águas Lavras Do Sul,3054028,-30.7478,-54.1375,0.0,Ativo
115,São Gabriel,RS,Azevedo Sodré São Gabriel,3054029,-30.0972,-54.6439,0.0,Ativo
116,São Gabriel,RS,Fazenda São Gabriel,3054030,-30.4811,-54.5533,0.0,Ativo
117,São Gabriel,RS,Tiaraju São Gabriel,3054031,-30.2447,-54.3697,0.0,Ativo
118,Santana Do Livramento,RS,Usina Eólica Cerro Chato,3055016,-30.7919,-55.6617,0.0,Ativo
119,Santana Do Livramento,RS,Estância Sarandi S. Livramento,3055017,-30.665,-55.9531,0.0,Ativo
120,Rosário Do Sul,RS,Cabeceira Saicã Rosário Do Sul,3055018,-30.2269,-55.1553,0.0,Ativo
121,Santana Do Livramento,RS,Cerro Do Combate S. Livramento,3055019,-30.5469,-55.3197,0.0,Ativo
122,Santana Do Livramento,RS,Estância Santa Hilma S. Livramento,3055021,-30.9453,-55.6664,0.0,Ativo
123,Quaraí,RS,Estância Caty Quaraí,3056029,-30.4247,-56.0206,0.0,Ativo
124,Quaraí,RS,Granja Santa Luíza Quaraí,3056030,-30.1028,-56.1183,0.0,Ativo
125,São José Do Norte,RS,CTG Estância Real De Bojuru,3151074,-31.655,-51.4375,0.0,Ativo
126,Arroio Do Padre,RS,Pq. De Máquinas Arroio Do Padre,3152046,-31.4458,-52.4206,0.0,Ativo
127,Morro Redondo,RS,Secretaria Agric. Morro Redondo,3152047,-31.6069,-52.6264,0.0,Ativo
128,Pelotas,RS,Estância Da Graça Pelotas,3152051,-31.6258,-52.23,0.0,Ativo
129,São Lourenço Do Sul,RS,São Lourenço Do Sul - Coopar,3152052,-31.2597,-52.2036,0.0,Ativo
130,Pedras Altas,RS,CPRM Pedras Altas,3153031,-31.7336,-53.5886,0.0,Ativo
131,Pinheiro Machado,RS,Corsanpinheiro Machado,3153033,-31.5778,-53.3772,0.0,Ativo
132,Piratini,RS,Piratini Brigada Militar,3153034,-31.4386,-53.0983,0.0,Ativo
133,Piratini,RS,Usina Termoelétrica Piratini,3153035,-31.2419,-53.1808,0.0,Ativo
134,Aceguá,RS,Aduana Aceguá,3154011,-31.8661,-54.1672,0.0,Ativo
135,Bagé,RS,Aeroporto Bagé,3154012,-31.3889,-54.1131,0.0,Ativo
136,Dom Pedrito,RS,Bento Rengo Dom Pedrito,3154013,-31.27,-54.5311,0.0,Ativo
137,Bagé,RS,José Otívio Bagé,3154014,-31.1792,-54.1569,0.0,Ativo
138,Bagé,RS,Passo São Luis Bagé,3154015,-31.5119,-54.5114,0.0,Ativo
139,Dom Pedrito,RS,Torquato Severo Dom Pedrito,3154016,-31.0222,-54.1847,0.0,Ativo
140,Dom Pedrito,RS,Vila Serrilhada Dom Pedrito,3154017,-31.4378,-54.7122,0.0,Ativo
141,Santana Do Livramento,RS,Marco Itaquatiá S. Livramento,3155004,-31.005,-55.3408,0.0,Ativo
142,Santana Do Livramento,RS,Agropecuária Pozzobon S. Livramento,3155005,-31.2397,-55.0944,0.0,Ativo
143,Arroio Grande,RS,Barragem Do Chasqueiro Arroio Grande,3253029,-32.1619,-53.0078,0.0,Ativo
144,Herval,RS,Corsan Herval,3253030,-32.0289,-53.3978,0.0,Ativo
145,Herval,RS,Passo Do Centurião Herval,3253031,-32.1194,-53.735,0.0,Ativo
146,Santa Vitória Do Palmar,RS,Agroriza S. Vitória Palmar,3353020,-33.2381,-53.0619,0.0,Ativo
147,Chuí,RS,Receita Federal Chuí,3353021,-33.6772,-53.4461,0.0,Ativo
148,Atalaia Do Norte,AM,Estirão Do Repouso,10500000,-4.3408,-70.9056,89.0,Ativo
149,Atalaia Do Norte,AM,Estirão Do Repouso,10500000,-4.3408,-70.9056,89.0,Ativo
150,Atalaia Do Norte,AM,Ladário - Jusante,10910000,-4.5836,-70.2644,91.0,Ativo
151,São Paulo De Olivença,AM,São Paulo De Olivença,11400000,-3.4569,-68.9119,71.0,Ativo
152,Jutaí,AM,Colocação Caxias Novo,12100000,-4.6514,-68.3244,0.0,Ativo
153,Jutaí,AM,Novo Cujubim,12160000,-4.6514,-68.3244,0.0,Ativo
154,Jutaí,AM,Porto Seguro,12240000,-3.3372,-67.4917,0.0,Ativo
155,Ipixuna,AM,Ipixuna,12520000,-7.0556,-71.6892,0.0,Ativo
156,Eirunepé,AM,Seringal Santo Amaro,12540000,-7.2667,-70.9833,0.0,Ativo
157,Eirunepé,AM,Eirunepé - Montante,12550000,-6.6844,-69.8811,0.0,Ativo
158,Jordão,AC,Jordão,12557000,-9.1883,-71.9525,239.0,Ativo
159,Envira,AM,Envira,12680000,-7.4281,-70.0225,0.0,Ativo
160,Itamarati,AM,Santos Dumont,12700000,-6.4403,-68.2461,0.0,Ativo
161,Carauari,AM,Gavião,12840000,-4.8392,-66.8506,0.0,Ativo
162,Juruá,AM,Forte Das Graças,12842000,-3.6414,-66.1031,0.0,Ativo
163,Japurá,AM,Vila Bittencourt,12845000,-1.3947,-69.4283,0.0,Ativo
164,Japurá,AM,Acanaui,12850000,-1.8211,-66.6092,0.0,Ativo
165,Tefé,AM,Estirão Da Santa Cruz,12880000,-4.2922,-65.2017,0.0,Ativo
166,Coari,AM,Seringal Moreira,13100000,-5.1092,-63.9847,0.0,Ativo
167,Santa Rosa Do Purus,AC,Santa Rosa Do Purus - Sede,13169900,-9.4342,-70.4942,0.0,Ativo
168,Boca Do Acre,AM,Seringal Da Caridade,13410000,-9.0439,-68.5772,0.0,Ativo
169,Assis Brasil,AC,Aldeia Dos Patos,13439000,-10.9261,-69.9233,256.0,Ativo
170,Xapuri,AC,Xapuri,13550000,-10.6511,-68.5075,0.0,Ativo
171,Porto Acre,AC,Porto Acre,13610001,-9.5819,-67.5281,134.0,Ativo
172,Boca Do Acre,AM,Floriano Peixoto,13650000,-9.0667,-67.3969,0.0,Ativo
173,Boca Do Acre,AM,Valparaíso - Montante,13710001,-8.6533,-67.375,0.0,Ativo
174,Lábrea,AM,Lábrea,13870000,-7.2581,-64.7975,60.0,Ativo
175,Lábrea,AM,Cristo,13885000,-7.4644,-64.2433,0.0,Ativo
176,Boa Vista,RR,Fazenda Recreio,14235200,2.8642,-60.7517,0.0,Ativo
177,Santa Izabel Do Rio Negro,AM,Serrinha,14420000,-0.4819,-64.8289,0.0,Ativo
178,Uiramuta,RR,Rio Maú,14526400,4.5761,-60.1397,0.0,Ativo
179,Bonfim,RR,Fazenda Paraíso,14558000,3.3178,-60.3447,0.0,Ativo
180,Caracaraí,RR,Fazenda Anauá,14740000,1.1292,-60.2236,0.0,Ativo
181,Manaus,AM,Jatuarana,15030000,-3.0633,-59.6478,0.0,Ativo
182,Careiro Da Várzea,AM,Careiro,15040000,-3.1961,-59.8336,0.0,Ativo
183,Careiro Da Várzea,AM,Careiro,15040000,-3.1961,-59.8336,0.0,Ativo
184,Pontes E Lacerda,MT,PCH Nova Guaporé Barramento,15045950,-15.2072,-59.0142,307.0,Ativo
185,Pontes E Lacerda,MT,PCH Nova Guaporé Jusante,15046000,-15.2108,-59.0119,270.0,Ativo
186,Vale De São Domingos,MT,UHE Guaporé Córrego Palmital,15046050,-15.2206,-59.0028,830.0,Ativo
187,Cabixi,RO,Cabixi,15124009,-13.5125,-60.53,0.0,Ativo
188,Corumbiara,RO,Corumbiara,15135000,-12.9517,-60.8203,0.0,Ativo
189,Alta Floresta D''Oeste,RO,PCH Alta Floresta Montante 2,15150800,-11.9689,-61.9908,331.0,Ativo
190,Alta Floresta D''Oeste,RO,PCH Alta Floresta Montante 1,15151000,-11.9531,-62.0125,316.0,Ativo
191,Alta Floresta D''Oeste,RO,PCH Alta Floresta Barramento,15151500,-11.9383,-62.0403,316.0,Ativo
192,Alta Floresta D''Oeste,RO,Cachoeira Do Cachimbo,15170000,-11.9306,-62.1528,0.0,Ativo
193,Alta Floresta D''Oeste,RO,PCH Figueira Jusante,15171050,-11.9875,-62.1764,372.0,Ativo
194,Guajará-Mirim,RO,Boca Do Pompeu - Jusante,15248010,-10.9175,-65.0433,0.0,Ativo
195,Guajará-Mirim,RO,UHE Jirau Guajará-Mirim,15250001,-10.7261,-65.3478,147.0,Ativo
196,Plácido De Castro,AC,Plácido De Castro,15324000,-10.3378,-67.1831,0.0,Ativo
197,Porto Velho,RO,Morada Nova - Jusante,15326000,-9.7847,-65.5275,0.0,Ativo
198,Porto Velho,RO,Morada Nova - Jusante,15326000,-9.7847,-65.5275,0.0,Ativo
199,Porto Velho,RO,UHE Jirau Morada Nova Jusante,15326010,-9.7847,-65.5275,110.0,Ativo
200,Porto Velho,RO,UHE Santo Antônio Reservatório,15350500,-8.8419,-63.995,0.0,Ativo
201,Monte Negro,RO,PCH Santa Cruz De Monte Negro Barramento,15408600,-10.2303,-63.2311,128.0,Ativo
202,Monte Negro,RO,PCH Santa Cruz De Monte Negro Jusante,15408700,-10.2056,-63.1114,117.0,Ativo
203,Ariquemes,RO,PCH Jamari Rio Canaã,15413100,-10.205,-63.1111,114.0,Ativo
204,Ariquemes,RO,PCH Canaã Barramento,15417980,-10.0194,-63.0606,115.0,Ativo
205,Ariquemes,RO,PCH Jamari Barramento,15423980,-9.9381,-63.0772,112.0,Ativo
206,Ariquemes,RO,UHE Samuel Rio Branco,15430900,-9.8867,-62.9847,0.0,Ativo
207,Alto Paraíso,RO,UHE Samuel Rio Massangana,15431900,-9.7603,-63.2881,0.0,Ativo
208,Alto Paraíso,RO,PCH Jamari Jusante 2,15444000,-9.6653,-63.1361,96.0,Ativo
209,Rio Crespo,RO,UHE Samuel Rio Preto Do Crespo,15444900,-9.5564,-62.9506,0.0,Ativo
210,Porto Velho,RO,São Carlos,15490200,-8.4258,-63.4836,38.0,Ativo
211,Porto Velho,RO,Porto Velho,15490600,-8.5844,-63.7331,41.0,Ativo
212,Pimenta Bueno,RO,Pimenta Bueno,15558000,-11.6836,-61.1922,0.0,Ativo
213,Ji-Paraná,RO,Fazenda Apurú,15558500,-11.0017,-62.1172,0.0,Ativo
214,Porto Velho,RO,Espírito Santo,15627300,-8.1925,-63.1333,33.0,Ativo
215,Porto Velho,RO,Calama,15627400,-8.0806,-62.8781,31.0,Ativo
216,Humaitá,AM,Maici-Mirim,15660000,-7.6303,-62.6553,0.0,Ativo
217,Aripuanã,MT,UHE Dardanelos Barramento,15750550,-10.1611,-59.4606,218.0,Ativo
218,Aripuanã,MT,PCH Faxinal II Montante,15753900,-10.1986,-59.4686,218.0,Ativo
219,Borba,AM,Borba,15900000,-4.3892,-59.5986,0.0,Ativo
220,Apuí,AM,Santarém Sucunduri,15910000,-6.7956,-59.0422,49.0,Ativo
221,Nova Olinda Do Norte,AM,Nova Olinda Do Norte,15940000,-3.8847,-59.0897,0.0,Ativo
222,Presidente Figueiredo,AM,UHE Balbina Rio Pitinga,16020200,-0.9911,-59.4797,58.0,Ativo
223,Presidente Figueiredo,AM,UHE Balbina Rio Pitinguinha,16024900,-1.0781,-59.6739,52.0,Ativo
224,Presidente Figueiredo,AM,UHE Balbina Rio Tucumari,16070900,-1.5475,-59.415,51.0,Ativo
225,Presidente Figueiredo,AM,UHE Balbina Barramento Canal De Fuga,16070990,-1.9161,-59.4744,0.0,Ativo
226,Oriximiná,PA,Garganta,16430000,-0.9978,-57.0431,0.0,Ativo
227,Oriximiná,PA,Estirão Da Angélica,16500000,-1.1006,-57.0569,11.83,Ativo
228,Oriximiná,PA,Tabuleiro - Rebio Trombetas,16661000,-1.3706,-56.8519,0.0,Ativo
229,Sapezal,MT,PCH Buriti Montante 2,17091180,-13.6317,-58.6642,509.0,Ativo
230,Campos De Júlio,MT,PCH Juí 117 Montante 2,17091210,-13.4572,-59.3903,429.0,Ativo
231,Sapezal,MT,PCH Buriti Barramento,17091300,-13.4056,-58.5972,464.0,Ativo
232,Campos De Júlio,MT,PCH Juí 117 Montante 1,17091310,-13.3856,-59.3922,418.0,Ativo
233,Campos De Júlio,MT,PCH Juí 117 Jusante,17091410,-13.3617,-59.395,382.0,Ativo
234,Brasnorte,MT,PCH Sacre 2 Rio Verde,17091550,-13.6431,-58.0181,215.0,Ativo
235,Nova Maringá,MT,PCH Inxu Barramento,17093750,-13.3556,-57.6136,363.3,Ativo
236,Campo Novo Do Parecis,MT,PCH Baruito Barramento,17094000,-13.3197,-57.5978,330.0,Ativo
237,Nova Maringá,MT,PCH Inxu Jusante,17094050,-13.205,-57.505,291.17,Ativo
238,Diamantino,MT,PCH Rio Claro Ribeirão Água Verde,17099200,-13.9619,-56.8944,393.0,Ativo
239,Diamantino,MT,PCH Rio Claro Montante,17099300,-13.9589,-56.7422,351.0,Ativo
240,Diamantino,MT,PCH Rio Claro Jusante,17099400,-13.7925,-56.7039,304.0,Ativo
241,Apiacás,MT,Foz Do Juruena,17130000,-7.7311,-58.2808,123.0,Ativo
242,Diamantino,MT,CGH Buritizal Montante,17224000,-13.7028,-56.7861,333.0,Ativo
243,Nova Mutum,MT,PCH Nova Mutum Montante,17240900,-13.7583,-56.0536,395.0,Ativo
244,Nova Mutum,MT,PCH Nova Mutum Barrramento,17250500,-13.6036,-56.2006,340.0,Ativo
245,Nova Mutum,MT,PCH Nova Mutum Jusante,17250550,-13.5914,-56.2164,337.0,Ativo
246,Sorriso,MT,PCH Foz Do Cedro Jusante,17278500,-12.7494,-56.0336,323.0,Ativo
247,Sinop,MT,UHE Sinop Reservatório 2,17280970,-11.4017,-55.5108,284.0,Ativo
248,Itauba,MT,UHE Colíder Rio Renato,17291000,-11.0628,-55.2783,0.0,Ativo
249,Nova Canaã Do Norte,MT,UHE Colíder Reservatório,17304000,-10.9822,-55.7003,272.0,Ativo
250,Nova Canaã Do Norte,MT,UHE Colíder Barramento,17305000,-10.975,-55.7683,274.0,Ativo
251,Colider,MT,UHE Colíder Pesqueiro Do Gil,17307000,-10.9831,-55.8389,0.0,Ativo
252,Carlinda,MT,UHE Teles Pires Montante 2,17340200,-9.9506,-55.5764,237.0,Ativo
253,Peixoto De Azevedo,MT,Estrada Cuiabá - Santarém,17343000,-10.2194,-54.9708,255.0,Ativo
254,Paranaita,MT,UHE Teles Pires Reservatório 18,17382100,-9.5483,-56.3133,220.0,Ativo
255,Paranaita,MT,UHE Teles Pires Reservatório 17,17382110,-9.4736,-56.4158,220.0,Ativo
256,Paranaita,MT,UHE Teles Pires Reservatório 16,17382120,-9.3914,-56.5706,220.0,Ativo
257,Paranaita,MT,UHE Teles Pires Rio Paranaita,17382125,-9.9256,-56.6353,244.0,Ativo
258,Paranaita,MT,UHE Teles Pires Reservatório 15,17382130,-9.3864,-56.6406,220.0,Ativo
259,Paranaita,MT,UHE Teles Pires Reservatório 14,17382140,-9.3533,-56.6936,220.0,Ativo
260,Paranaita,MT,UHE Teles Pires Reservatório 13,17382150,-9.3739,-56.6972,220.0,Ativo
261,Paranaita,MT,UHE Teles Pires Reservatório 12,17382160,-9.3753,-56.7119,220.0,Ativo
262,Paranaita,MT,UHE Teles Pires Reservatório 19,17383100,-9.7108,-56.6283,220.0,Ativo
263,Paranaita,MT,UHE Teles Pires Reservatório 11,17383300,-9.6097,-56.6483,220.0,Ativo
264,Paranaita,MT,UHE Teles Pires Reservatório 10,17383350,-9.4936,-56.7044,220.0,Ativo
265,Paranaita,MT,UHE Teles Pires Reservatório 9,17383400,-9.4114,-56.7331,220.0,Ativo
266,Paranaita,MT,UHE Teles Pires Reservatório 8,17383450,-9.4181,-56.7517,220.0,Ativo
267,Paranaita,MT,UHE Teles Pires Reservatório 7,17383600,-9.3889,-56.7911,220.0,Ativo
268,Paranaita,MT,UHE Teles Pires Reservatório 6,17383650,-9.3844,-56.7714,220.0,Ativo
